id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,Private room_type,accommodates,bathroom_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
6395911,within an hour,1.00,0.68,False,4,True,True,Copacabana,-22.963,-43.17536,Entire home/apt,4,1,,2,$161.00,1,1125,355,3,2,4.67,4.67,4.67,4.67,5,5,5,False,3,0.06
13955718,unknown,0.00,0.00,False,1,True,False,Leblon,-22.97904,-43.22416,Entire home/apt,5,2,1,1,$500.00,15,1125,358,0,0,,,,,,,,False,1,
12429934,unknown,0.00,0.00,False,4,True,False,Copacabana,-22.9632,-43.17543,Entire home/apt,4,1,1,1,$850.00,3,1125,365,0,0,,,,,,,,False,1,
3501390,within a day,0.67,0.00,False,1,True,True,Copacabana,-22.96342,-43.17552,Entire home/apt,3,1,1,2,$217.00,4,1125,316,38,0,4.41,4.64,4.62,4.62,4.68,4.65,4.54,False,1,0.43
404811,unknown,0.00,0.00,False,3,True,True,Copacabana,-22.97716,-43.1937,Private room,1,,1,1,$150.00,90,180,0,0,0,,,,,,,,False,1,
6.24E+17,within an hour,0.95,0.39,False,5,True,True,Copacabana,-22.96845,-43.18519,Entire home/apt,8,2,2,6,$450.00,2,365,363,0,0,,,,,,,,False,6,
6.10E+17,within a few hours,0.97,0.59,False,39,True,True,Copacabana,-22.96921,-43.18445,Entire home/apt,2,1,1,1,$189.00,3,365,102,1,1,5,5,5,5,5,4,5,False,29,1
3060062,unknown,0.00,0.88,False,4,True,True,Maracanã,-22.91618,-43.22745,Entire home/apt,5,1,2,4,$120.00,3,1125,0,30,3,4.7,4.83,4.27,5,4.93,4.83,4.7,False,1,0.36
2644633,within an hour,1.00,0.83,False,4,True,True,Botafogo,-22.95388,-43.18146,Entire home/apt,4,1,1,4,$429.00,4,59,0,0,0,,,,,,,,False,3,
2050265,unknown,0.00,0.00,False,3,True,True,Leblon,-22.98353,-43.21957,Entire home/apt,6,2,3,5,$774.00,4,1125,0,0,0,,,,,,,,False,1,
1134569,within a day,0.71,0.40,False,2,True,False,Ipanema,-22.98027,-43.1994,Entire home/apt,5,1,2,4,$120.00,5,30,0,23,0,4.23,4.22,4.83,4.43,4.65,3.61,4.3,True,2,0.22
3185866,unknown,0.00,0.00,False,1,True,True,Copacabana,-22.97268,-43.19027,Entire home/apt,4,2,2,2,$600.00,5,1125,0,2,0,4.5,4.5,5,5,4.5,5,4,False,1,0.07
3418918,unknown,0.00,0.00,False,1,True,True,Copacabana,-22.96649,-43.17957,Entire home/apt,2,1,,2,"$1,136.00",3,30,0,0,0,,,,,,,,False,1,
11046268,within an hour,0.83,0.33,False,5,True,False,Leme,-22.95872,-43.17119,Private room,1,2,1,1,$75.00,1,1125,0,0,0,,,,,,,,False,5,
12833837,unknown,0.00,0.84,False,2,True,True,Ipanema,-22.9868,-43.1961,Entire home/apt,6,2,2,4,$386.00,2,30,0,70,12,4.89,4.93,4.96,4.91,4.88,4.87,4.72,False,1,1.03
1950096,within a few hours,1.00,0.63,False,1,True,True,Copacabana,-22.96413,-43.19276,Entire home/apt,2,1,,2,$90.00,3,300,2,107,7,4.73,4.75,4.8,4.81,4.85,4.79,4.69,False,1,1.06
13239002,unknown,0.00,0.00,False,1,True,False,Jacarepaguá,-22.96995,-43.39431,Entire home/apt,4,2,2,3,"$2,200.00",5,90,0,0,0,,,,,,,,False,1,
13098075,within a few hours,1.00,1.00,False,0,True,True,Copacabana,-22.98293,-43.19549,Private room,1,1,1,1,$99.00,3,365,0,0,0,,,,,,,,True,1,
13238714,a few days or more,0.00,0.50,False,2,True,False,Jardim Botânico,-22.96131,-43.21813,Entire home/apt,2,1,1,1,$293.00,5,1125,0,8,1,4.5,4.83,4.33,5,5,4.83,4.33,True,2,0.11
11247314,unknown,0.00,0.00,False,1,True,True,Copacabana,-22.97491,-43.18957,Entire home/apt,2,1,,1,$130.00,3,100,0,112,0,4.91,4.94,4.89,4.93,4.94,5,4.84,False,1,1.45
9214195,a few days or more,0.00,0.00,False,1,True,True,Jacarepaguá,-22.96871,-43.42544,Entire home/apt,5,2,3,5,"$1,200.00",1,1125,0,0,0,,,,,,,,False,1,
22428582,unknown,0.00,0.00,False,1,True,True,Barra da Tijuca,-23.00574,-43.32676,Entire home/apt,5,2.5,2,3,$500.00,7,30,0,1,0,1,1,1,1,1,1,1,False,1,0.03
8505414,a few days or more,0.00,0.00,False,1,True,False,Catete,-22.92674,-43.17775,Entire home/apt,3,1,1,1,$247.00,4,1125,0,7,0,4.83,5,4.5,5,5,4.83,4.67,False,1,0.1
15707503,unknown,0.00,0.00,False,1,True,True,Copacabana,-22.96773,-43.18394,Entire home/apt,6,1,2,4,$145.00,4,10,0,9,0,5,4.89,5,5,5,5,4.67,True,1,0.14
15086281,within a few hours,1.00,0.00,False,2,True,True,Vidigal,-22.99427,-43.23677,Entire home/apt,2,1,1,1,$140.00,3,1125,0,1,0,5,5,5,5,5,4,4,False,1,0.03
16113518,unknown,0.00,0.73,True,3,True,True,Barra da Tijuca,-23.00573,-43.34159,Hotel room,2,1,1,1,$257.00,3,120,0,8,0,5,4.88,4.88,5,5,4.88,4.75,False,3,0.12
16112750,within an hour,1.00,1.00,True,3,True,True,Ipanema,-22.98591,-43.19559,Entire home/apt,3,1.5,2,2,$160.00,3,1125,0,33,2,4.76,4.94,4.88,4.94,4.97,4.88,4.63,False,3,0.5
13655719,unknown,0.00,0.00,False,1,True,True,Leblon,-22.98259,-43.21561,Entire home/apt,4,1,2,2,$400.00,3,1125,2,21,0,4.9,5,4.86,5,5,5,4.95,False,1,0.32
18098664,within an hour,1.00,0.88,False,1,True,False,Copacabana,-22.97709,-43.19107,Entire home/apt,3,1,,1,$107.00,2,1125,0,24,1,4.65,4.74,4.7,5,4.91,4.91,4.78,True,2,0.41
17330197,unknown,0.00,0.00,False,1,True,True,Vila Isabel,-22.91539,-43.23997,Entire home/apt,2,1,1,1,$130.00,2,1125,0,5,0,4.75,5,5,4.75,5,5,4.75,False,1,0.08
19657895,within a day,0.67,0.57,False,1,True,False,Laranjeiras,-22.93549,-43.19128,Entire home/apt,3,1,,2,$100.00,4,60,0,8,1,4.43,4.86,4.29,4.86,5,4.71,4.43,False,2,0.14
17230426,within an hour,1.00,0.97,True,48,True,True,Leblon,-22.98434,-43.21923,Entire home/apt,3,1,1,1,"$1,000.00",4,31,0,2,0,5,5,5,5,5,5,5,False,36,0.03
20845825,within a day,0.95,0.79,False,93,True,True,Copacabana,-22.98362,-43.19501,Entire home/apt,3,1,1,2,$390.00,2,1125,0,17,5,4.47,4.88,4.71,4.88,4.82,4.82,4.53,False,82,0.31
5343056,within a day,0.90,0.98,False,1,True,True,Copacabana,-22.96577,-43.17675,Entire home/apt,6,2,3,4,$190.00,4,1125,71,18,18,4.06,4.33,4.11,4.94,4.67,4.94,4.5,False,1,2.26
21319170,unknown,0.00,0.00,False,2,True,True,Itanhangá,-22.99425,-43.30066,Entire home/apt,12,8.5,5,7,"$10,000.00",7,1125,0,0,0,,,,,,,,False,1,
20486957,within an hour,1.00,0.00,False,2,True,True,Barra da Tijuca,-23.00171,-43.42598,Entire home/apt,6,3,2,5,$650.00,10,1125,0,1,0,0,,,,,,,True,1,0.02
23247878,within a few hours,1.00,0.00,False,1,True,True,Ipanema,-22.98472,-43.21338,Entire home/apt,6,2,3,3,$500.00,3,30,2,0,0,,,,,,,,False,1,
29560667,within an hour,1.00,0.73,False,2,True,True,Botafogo,-22.9485,-43.19149,Entire home/apt,4,2,3,2,$110.00,2,1125,0,0,0,,,,,,,,False,2,
22830591,a few days or more,0.13,0.00,False,4,True,False,Botafogo,-22.94933,-43.18329,Private room,2,1,1,1,$159.00,1,1125,0,0,0,,,,,,,,False,1,
29791240,within a day,0.70,0.18,False,8,True,True,Lagoa,-22.96591,-43.19855,Private room,2,1,1,1,$350.00,1,15,0,1,0,0,,,,,,,True,6,0.03
21029365,unknown,0.00,1.00,False,1,True,True,Copacabana,-22.9634,-43.17586,Entire home/apt,4,1,1,1,"$1,000.00",5,365,0,41,0,4.9,5,4.98,4.98,4.95,4.88,4.8,True,1,0.76
29800027,within an hour,1.00,1.00,False,0,True,True,Copacabana,-22.96836,-43.18097,Entire home/apt,5,1.5,2,3,$380.00,2,30,0,2,2,4.5,4.5,4.5,5,5,5,4.5,True,1,0.9
26384256,unknown,0.00,1.00,False,22,True,True,Jacarepaguá,-22.96805,-43.38766,Hotel room,2,1,,1,$214.00,3,1125,0,0,0,,,,,,,,False,2,
23500273,unknown,0.00,0.00,False,1,True,False,Copacabana,-22.96734,-43.18727,Private room,1,2,1,1,$250.00,2,5,0,1,0,5,5,5,5,5,5,5,False,1,0.03
27876758,unknown,0.00,0.83,False,2,True,True,Copacabana,-22.97846,-43.192,Entire home/apt,4,1,2,3,$150.00,2,30,0,2,0,4.5,5,5,4,4.5,5,5,False,1,0.05
28074384,within an hour,0.99,0.99,False,81,True,True,Copacabana,-22.973,-43.18683,Entire home/apt,2,1,1,3,$361.00,1,365,286,19,6,4.63,4.63,4.42,4.79,4.84,5,4.68,True,21,0.41
26525447,unknown,0.00,0.00,False,1,True,True,Curicica,-22.96188,-43.39951,Entire home/apt,2,1,1,2,$300.00,3,1125,0,14,0,4.85,4.85,4.85,5,5,5,4.62,True,1,0.29
30494151,within a day,1.00,0.00,False,1,True,True,Barra da Tijuca,-23.0094,-43.3532,Entire home/apt,3,1,1,2,$636.00,2,1125,0,3,0,4.67,4.67,4.67,4.67,5,5,4.33,True,1,0.07
28462852,within a day,0.50,0.44,False,1,True,False,Ipanema,-22.98345,-43.20577,Private room,2,1,1,2,$110.00,1,15,0,3,0,5,5,5,5,5,5,5,False,2,0.1
38906053,unknown,0.00,0.50,False,1,True,False,Jacarepaguá,-22.96993,-43.38514,Private room,2,1,1,2,$300.00,1,1125,0,5,0,5,5,5,5,5,5,4.8,True,1,0.15
37885059,within an hour,1.00,0.95,False,5,True,True,Leblon,-22.9804,-43.21912,Private room,1,1,1,1,$54.00,1,1125,0,12,7,4.25,4.33,3.75,4.67,4.58,4.67,4.67,True,5,0.4
37083114,within a day,0.50,0.00,False,0,True,True,Centro,-22.9146,-43.1878,Entire home/apt,4,1,2,2,$86.00,2,30,0,11,0,4.82,4.82,4.82,4.91,4.91,4.27,4.64,False,1,0.32
29038411,within a few hours,1.00,0.96,False,2,True,True,Copacabana,-22.98257,-43.1905,Entire home/apt,6,2,3,5,$774.00,4,1125,1,39,0,4.92,4.95,4.92,4.97,4.97,4.97,4.79,True,2,0.92
32984119,a few days or more,0.10,0.84,False,4,True,True,Copacabana,-22.96525,-43.18226,Entire home/apt,6,1.5,1,3,$300.00,1,1125,356,3,0,5,5,5,5,5,5,4.67,False,3,0.08
32897145,unknown,0.00,1.00,False,1,True,True,Copacabana,-22.96619,-43.18111,Private room,2,1,1,1,$120.00,1,1125,0,0,0,,,,,,,,True,1,
39079692,unknown,0.00,0.70,False,0,True,False,Flamengo,-22.92937,-43.17438,Entire home/apt,2,1,,1,$100.00,4,15,0,37,20,4.78,4.86,4.56,5,4.94,4.97,4.81,False,1,1.15
41397366,within a few hours,0.94,0.69,False,23,True,True,Ipanema,-22.98209,-43.20044,Entire home/apt,2,1,1,1,$300.00,4,1125,0,1,0,5,5,5,5,5,5,4,False,19,0.05
45594864,within a day,0.79,0.13,False,32,True,True,Laranjeiras,-22.9344,-43.18165,Entire home/apt,6,2.5,3,3,"$5,000.00",1,365,0,0,0,,,,,,,,False,38,
35386656,within an hour,1.00,0.98,True,1,True,True,Portuguesa,-22.803,-43.20876,Entire home/apt,7,1,2,4,$130.00,2,120,1,65,23,4.94,4.92,4.83,4.91,4.97,4.97,4.89,True,1,1.79
41467953,unknown,0.00,0.00,False,0,True,True,Copacabana,-22.97479,-43.19307,Entire home/apt,5,1,1,2,$330.00,2,1125,0,1,0,5,5,5,5,5,5,5,False,1,0.04
54303398,within a few hours,1.00,0.83,False,518,True,True,Jacarepaguá,-22.96641,-43.38533,Entire home/apt,6,2.5,3,3,$259.00,1,365,340,1,1,5,5,3,5,5,5,5,False,27,1
42142394,within a day,0.67,1.00,False,0,True,True,Centro,-22.91421,-43.18306,Entire home/apt,3,1,,4,$300.00,2,15,1,2,1,5,5,5,5,5,5,5,True,1,0.07
41264236,unknown,0.00,0.00,False,10,True,True,Copacabana,-22.98061,-43.19514,Entire home/apt,8,2,3,3,"$1,500.00",2,30,0,0,0,,,,,,,,False,7,
41531522,unknown,0.00,0.00,False,1,True,False,Santa Teresa,-22.92866,-43.19323,Entire home/apt,6,3,2,3,$250.00,2,1125,0,1,0,5,5,5,5,5,5,5,True,1,0.04
14486109,unknown,0.00,0.00,False,1,True,False,Tijuca,-22.93706,-43.24029,Private room,2,1,1,1,$250.00,1,1125,365,0,0,,,,,,,,True,1,
42019746,unknown,0.00,0.00,False,0,True,True,Botafogo,-22.95474,-43.17535,Entire home/apt,6,2,2,2,$700.00,2,1125,0,0,0,,,,,,,,True,1,
42066687,unknown,0.00,0.00,False,0,True,False,Centro,-22.91305,-43.18263,Entire home/apt,4,1,2,3,$700.00,4,15,0,0,0,,,,,,,,False,1,
42096110,within a day,0.80,1.00,False,3,True,True,Copacabana,-22.96792,-43.18938,Entire home/apt,5,2,2,,$700.00,5,5,0,0,0,,,,,,,,True,6,
13622750,within an hour,1.00,0.96,False,5,True,True,Barra da Tijuca,-23.00909,-43.33314,Entire home/apt,6,3,3,6,$650.00,120,180,363,2,0,4.5,4.5,5,5,5,5,4,False,4,0.03
42217880,within an hour,1.00,1.00,True,0,True,False,Paquetá,-22.75897,-43.10846,Entire home/apt,4,1,1,2,$150.00,2,1125,0,3,0,4.67,5,5,5,5,5,4.67,True,1,0.11
5.54E+17,within an hour,1.00,1.00,False,0,True,False,Barra da Tijuca,-23.00939,-43.33151,Entire home/apt,4,2,2,2,$500.00,2,365,358,2,2,3.5,3,3.5,4,4,5,3,False,1,0.53
42618984,unknown,0.00,1.00,False,0,True,True,Copacabana,-22.96187,-43.17443,Entire home/apt,3,1,1,2,$200.00,3,1125,0,3,2,3,3.67,3,3.67,4,4,3,True,1,0.17
13936917,a few days or more,0.00,0.00,False,1,True,False,Barra da Tijuca,-23.00637,-43.32612,Entire home/apt,4,3,2,4,"$1,000.00",12,1125,362,0,0,,,,,,,,False,1,
30787424,within a few hours,1.00,0.56,True,5,True,False,Rio Comprido,-22.92812,-43.19736,Private room,2,1,1,1,$150.00,1,1125,179,6,2,5,5,4.33,4.33,5,4.67,5,False,3,0.14
47225318,within an hour,0.97,0.89,True,54,True,True,Ipanema,-22.98483,-43.19856,Entire home/apt,4,2,2,2,"$2,000.00",5,1125,0,0,0,,,,,,,,False,45,
42811546,unknown,0.00,1.00,False,0,True,False,Leblon,-22.98473,-43.22067,Entire home/apt,6,2,3,1,"$10,000.00",4,1125,0,0,0,,,,,,,,True,3,
46635183,within an hour,1.00,0.00,False,1,True,False,São Conrado,-22.99286,-43.27211,Entire home/apt,4,1,,3,$540.00,1,365,0,0,0,,,,,,,,False,1,
44575527,within a few hours,1.00,0.98,True,2,True,True,Recreio dos Bandeirantes,-23.01726,-43.48496,Private room,2,1,1,1,$145.00,2,1125,0,21,1,4.71,4.52,4.57,4.52,4.67,4.43,4.29,True,4,0.95
39798789,unknown,0.00,0.00,False,1,True,True,Recreio dos Bandeirantes,-23.01838,-43.4605,Entire home/apt,6,2,2,2,$650.00,3,1125,0,4,0,4.75,5,4.25,5,5,5,5,False,1,0.13
41975646,unknown,0.00,0.00,False,11,True,True,Glória,-22.92203,-43.17996,Shared room,8,1,1,,$190.00,1,1125,365,0,0,,,,,,,,False,7,
40138154,within a few hours,0.94,0.69,False,23,True,True,Copacabana,-22.96345,-43.17694,Entire home/apt,3,1,1,2,$225.00,4,1125,0,0,0,,,,,,,,False,19,
40424062,unknown,0.00,0.50,False,1,True,True,Copacabana,-22.97179,-43.18499,Private room,6,3,3,3,"$1,000.00",4,1125,0,2,1,5,5,5,5,5,5,4.5,False,1,0.07
50726248,within a few hours,1.00,0.18,False,148,True,True,Ipanema,-22.98642,-43.21122,Entire home/apt,7,3,3,4,"$25,000.00",1,365,0,0,0,,,,,,,,False,3,
2873287,within an hour,0.96,0.99,False,16,True,True,Copacabana,-22.985,-43.19051,Entire home/apt,6,1.5,1,1,$163.00,2,120,6,21,15,4.43,4.52,4.52,4.76,4.81,4.95,4.48,True,5,0.55
46846589,unknown,0.00,0.86,False,1,True,True,Copacabana,-22.961393,-43.175941,Entire home/apt,3,1,1,2,$250.00,60,100,1,4,3,5,5,5,5,5,5,5,False,1,0.25
51598550,unknown,0.00,0.92,False,0,True,True,Laranjeiras,-22.94247,-43.19249,Entire home/apt,4,1,2,2,"$1,000.00",2,1125,1,18,18,5,5,5,5,5,4.89,4.94,False,1,2.13
51251976,unknown,0.00,1.00,False,1,True,True,Copacabana,-22.96534,-43.18385,Entire home/apt,4,1,2,3,$843.00,2,1125,0,0,0,,,,,,,,False,1,
12226633,within a day,0.67,0.20,False,6,True,True,Laranjeiras,-22.93762,-43.18077,Entire home/apt,6,1,1,2,"$1,000.00",1,1125,364,0,0,,,,,,,,False,6,
51927977,unknown,0.00,1.00,False,1,True,False,Copacabana,-22.97868,-43.19089,Entire home/apt,3,1,1,1,$148.00,1,10,0,9,9,5,5,4.78,5,5,5,5,False,1,1.19
51726380,unknown,0.00,0.00,False,0,False,True,Lagoa,-22.97672,-43.19777,Entire home/apt,3,1.5,1,2,$675.00,8,1125,0,0,0,,,,,,,,True,1,
51985305,within an hour,1.00,0.58,True,27,True,True,Copacabana,-22.98572,-43.1911,Entire home/apt,5,1,1,3,$199.00,2,365,351,0,0,,,,,,,,False,27,
52206503,within an hour,1.00,0.79,False,3,True,True,Barra da Tijuca,-23.00226,-43.30851,Entire home/apt,4,1,1,1,$214.00,1,1125,0,0,0,,,,,,,,False,5,
52201675,within an hour,1.00,1.00,True,4,True,True,Botafogo,-22.95314,-43.18211,Private room,2,4,1,1,$79.00,2,1125,0,0,0,,,,,,,,True,6,
52729517,within a day,0.79,0.13,False,32,True,True,Barra da Tijuca,-23.00119,-43.40286,Entire home/apt,7,4.5,4,4,"$3,200.00",1,365,0,0,0,,,,,,,,False,38,
52821938,within an hour,0.97,0.89,True,54,True,True,Ipanema,-22.98483,-43.19865,Entire home/apt,2,2.5,1,1,"$2,500.00",5,1125,0,0,0,,,,,,,,False,45,
5.67E+17,within an hour,1.00,0.97,False,11,True,True,Leblon,-22.98217,-43.2223,Entire home/apt,4,1,1,2,$120.00,1,5,0,12,12,4.5,4.5,4.17,5,5,5,4.42,True,11,3.79
52933706,within a few hours,1.00,1.00,True,1,True,False,Botafogo,-22.95658,-43.18683,Private room,1,1,1,1,$70.00,1,1125,0,3,3,5,5,4.67,5,5,5,5,True,2,0.39
52966798,within a few hours,1.00,1.00,False,1,True,True,Copacabana,-22.96683,-43.17963,Entire home/apt,3,1,1,1,$190.00,2,365,0,3,3,4.33,4.33,3.33,4.33,4.67,5,5,True,1,0.39
5.47E+17,within an hour,1.00,0.92,False,3,True,False,Centro,-22.90993,-43.18918,Entire home/apt,2,1,,1,$180.00,2,7,0,4,4,5,5,5,5,5,5,5,True,3,0.84
53200512,within a few hours,1.00,0.60,False,0,True,True,Copacabana,-22.962,-43.17432,Entire home/apt,2,1,1,,$270.00,3,365,2,1,1,5,5,5,5,5,5,5,False,1,0.17
53261832,within a few hours,0.70,0.59,False,3,True,True,Copacabana,-22.97035,-43.18786,Entire home/apt,8,4,3,5,"$4,000.00",5,10,0,1,1,5,5,5,5,5,5,5,False,3,0.17
53130536,unknown,0.00,0.00,False,2,True,True,Centro,-22.9127,-43.18529,Entire home/apt,2,1,1,2,$320.00,7,7,0,0,0,,,,,,,,True,1,
53266994,within a few hours,0.90,0.79,False,19,True,True,Leblon,-22.98532,-43.22723,Entire home/apt,4,1,2,3,"$1,680.00",5,365,0,0,0,,,,,,,,False,17,
53272615,within a day,0.60,0.26,False,8,True,True,Copacabana,-22.97065,-43.18733,Entire home/apt,1,1,,1,$200.00,5,30,0,2,2,5,5,5,5,5,5,5,False,7,0.28
53307046,unknown,0.00,0.00,False,0,True,True,Catete,-22.92866,-43.17825,Entire home/apt,3,2,1,1,$390.00,5,365,0,0,0,,,,,,,,False,1,
52490411,within an hour,1.00,1.00,False,4,True,True,Ipanema,-22.98861,-43.19256,Entire home/apt,2,1,1,1,$185.00,2,10,0,3,3,4.67,4.33,4.67,5,4.67,5,4.33,False,3,0.38
53433360,within an hour,0.97,0.89,True,54,True,True,Ipanema,-22.98439,-43.19832,Entire home/apt,4,2,2,2,"$1,800.00",5,89,0,0,0,,,,,,,,False,45,
11549755,unknown,0.00,0.00,False,1,True,False,Lagoa,-22.97347,-43.20592,Entire home/apt,7,4,4,6,$770.00,90,1095,365,0,0,,,,,,,,False,1,
53307134,unknown,0.00,0.00,False,0,True,False,Copacabana,-22.96401,-43.19138,Entire home/apt,3,1,2,2,"$2,000.00",3,3,0,0,0,,,,,,,,False,1,
53517615,unknown,0.00,0.50,False,1,True,True,Botafogo,-22.94847,-43.19063,Entire home/apt,4,2,2,2,$680.00,3,365,0,0,0,,,,,,,,False,1,
178951,within an hour,1.00,0.98,True,4,True,True,Copacabana,-22.98068,-43.191158,Entire home/apt,2,1,1,2,$147.00,5,30,217,95,10,4.84,4.89,4.87,4.91,4.96,4.87,4.81,False,3,0.72
53308747,within a day,1.00,0.83,False,0,True,True,Copacabana,-22.97644,-43.19309,Private room,2,2,1,1,$150.00,1,30,0,2,2,5,5,5,5,5,5,5,False,1,0.35
53419228,within an hour,1.00,1.00,True,0,True,False,Barra da Tijuca,-23.00578,-43.32452,Private room,1,1,1,1,$135.00,2,1125,0,18,18,5,5,4.94,5,5,4.89,4.94,True,1,3.16
53566268,unknown,0.00,1.00,False,1,True,False,Botafogo,-22.95161,-43.18379,Entire home/apt,3,1.5,1,1,$760.00,4,15,0,1,1,5,5,5,5,5,5,5,True,1,0.18
13584985,within a day,1.00,0.40,False,1,True,False,Laranjeiras,-22.93772,-43.18128,Private room,2,1,1,,$108.00,3,10,75,9,0,4.67,5,4.89,5,5,5,4.67,False,1,0.13
3066866,unknown,0.00,0.00,False,1,True,False,Tijuca,-22.92886,-43.23612,Entire home/apt,4,1,2,2,$600.00,30,1125,365,0,0,,,,,,,,False,1,
53919045,unknown,0.00,1.00,False,0,True,True,Copacabana,-22.96382,-43.17898,Entire home/apt,3,1,1,2,$750.00,1,365,0,1,1,5,5,5,5,5,5,5,True,1,0.18
5.98E+17,within a few hours,1.00,0.78,False,0,True,True,Centro,-22.91123,-43.17734,Entire home/apt,4,1,2,2,$180.00,1,365,0,2,2,4.5,5,5,5,5,5,5,True,1,0.83
47938281,within an hour,0.97,0.89,True,54,True,True,Ipanema,-22.98617,-43.20017,Entire home/apt,4,2,2,3,"$1,800.00",5,1125,0,0,0,,,,,,,,False,45,
54021328,within a few hours,0.95,0.86,False,10,True,True,Ipanema,-22.98244,-43.19836,Entire home/apt,5,2,2,2,$350.00,4,90,29,3,3,4.67,4.67,4.33,5,5,4.67,4.67,False,8,0.58
47815556,within a few hours,1.00,1.00,True,0,True,True,Barra da Tijuca,-23.01104,-43.35836,Entire home/apt,4,1,1,2,$250.00,2,28,0,14,14,4.86,4.86,4.71,5,5,4.93,4.64,False,1,1.24
6.03E+17,a few days or more,0.00,0.30,False,15,True,True,Leblon,-22.98294395,-43.21540764,Entire home/apt,2,1,1,1,$264.00,2,90,0,0,0,,,,,,,,False,15,
48123778,within an hour,1.00,0.83,True,5,True,True,Barra da Tijuca,-23.00396,-43.34043,Entire home/apt,3,1,1,2,$200.00,4,1125,0,0,0,,,,,,,,False,16,
54053720,within an hour,1.00,0.97,True,5,True,True,Copacabana,-22.98051,-43.19384,Entire home/apt,5,2,2,3,"$10,000.00",4,365,0,1,1,5,5,5,5,5,5,5,False,1,0.27
48016388,unknown,0.00,0.00,False,1,True,True,Copacabana,-22.97355,-43.19292,Entire home/apt,5,2,2,4,$300.00,3,1125,0,0,0,,,,,,,,False,1,
49115835,within an hour,1.00,1.00,True,1,True,True,Leblon,-22.98616,-43.22807,Entire home/apt,2,1,1,1,$310.00,3,365,1,9,5,5,5,5,5,5,5,4.89,True,1,0.66
6.17E+17,within an hour,1.00,0.86,False,1,True,True,Recreio dos Bandeirantes,-23.03078,-43.47198,Entire home/apt,3,1,1,1,$264.00,2,30,0,2,2,5,5,5,5,5,5,5,False,3,1.87
49318721,within an hour,1.00,0.83,True,5,True,True,Barra da Tijuca,-23.00538,-43.34006,Entire home/apt,2,1,1,1,$250.00,3,1125,0,0,0,,,,,,,,False,16,
2390901,unknown,0.00,0.00,False,1,True,False,Jardim Botânico,-22.95945,-43.20771,Private room,2,1,1,1,$955.00,1,1125,365,0,0,,,,,,,,False,1,
49288167,within an hour,0.96,1.00,False,51,True,True,Copacabana,-22.96756,-43.19057,Entire home/apt,2,1,,1,$150.00,7,1125,0,2,2,5,5,5,5,4.5,5,4,True,26,0.26
54172905,unknown,0.00,0.67,False,0,True,False,Vargem Pequena,-22.99217,-43.44248,Private room,3,1.5,1,3,$240.00,1,365,0,0,0,,,,,,,,True,3,
32521719,a few days or more,0.25,0.25,False,3,True,False,Santa Teresa,-22.92311,-43.18881,Private room,2,1,1,1,$250.00,1,60,365,3,0,4.33,4.33,4.67,4.33,4.33,4,4.67,False,3,0.09
50096596,within an hour,0.99,1.00,True,11,True,True,Laranjeiras,-22.93261,-43.18546,Entire home/apt,4,1,1,2,$170.00,5,89,0,4,4,4.5,4.5,4.5,4.75,4.75,5,4.75,True,12,0.34
50010786,unknown,0.00,1.00,False,0,True,True,Recreio dos Bandeirantes,-22.99955,-43.43055,Entire home/apt,4,2,2,2,$570.00,2,30,0,2,2,5,5,5,5,5,5,4.5,False,1,0.27
4391638,within an hour,0.99,0.55,False,24,True,True,Humaitá,-22.95866,-43.20276,Entire home/apt,6,2,2,2,$350.00,1,1125,361,0,0,,,,,,,,False,21,
10177444,within an hour,1.00,0.97,False,1,True,True,Leblon,-22.980736,-43.225098,Entire home/apt,2,1,1,1,$173.00,2,1125,36,223,38,4.67,4.8,4.64,4.93,4.91,4.95,4.59,True,1,2.87
41584397,a few days or more,0.44,0.29,False,1,True,True,Gávea,-22.97639,-43.2313,Entire home/apt,2,1.5,1,2,$290.00,2,10,177,3,2,5,5,5,5,5,5,4.67,False,1,0.11
2934394,a few days or more,0.17,1.00,False,1,True,False,Jacarepaguá,-22.96773,-43.39199,Entire home/apt,6,3,4,6,$527.00,5,30,353,1,0,0,,,,,,,True,1,0.01
41024552,within a day,0.67,0.86,False,2,True,False,Santa Teresa,-22.92771,-43.1941,Private room,2,1,1,1,$80.00,1,10,9,4,2,5,5,4.5,5,5,4.5,4.75,False,2,0.13
52780263,within an hour,1.00,1.00,True,0,True,True,Barra da Tijuca,-23.00912,-43.3454,Entire home/apt,4,1,1,2,$336.00,2,1125,311,26,26,5,5,4.96,4.92,4.96,5,5,True,1,3.36
13847080,within a few hours,0.90,0.83,True,1,True,True,Barra da Tijuca,-23.00918,-43.35455,Entire home/apt,4,1,1,2,$286.00,2,1125,337,101,27,4.94,4.94,4.86,4.95,4.97,5,4.81,False,1,1.61
41151130,within an hour,1.00,0.86,False,0,True,True,Jacarepaguá,-22.96788,-43.38537,Entire home/apt,5,2,2,3,$499.00,10,1125,326,12,5,5,5,5,5,5,5,4.75,False,1,0.4
