,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathroom_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
650,7895022.0,within an hour,1.0,1.0,False,1,True,True,CuauhtÃ©moc,19.42645,-99.13629,Entire home/apt,5,1.0,2.0,2.0,720.0,1,1125,51,31,0,4.87,4.94,4.9,4.97,4.97,4.87,4.9,False,1,0.39
651,7495106.0,a few days or more,0.0,0.0,False,1,True,True,Miguel Hidalgo,19.39468,-99.24018,Private room,4,1.5,1.0,2.0,1197.0,1,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
652,7897361.0,unknown,0.0,0.0,False,1,True,False,Miguel Hidalgo,19.44355,-99.20134,Entire home/apt,4,2.0,2.0,3.0,1450.0,2,120,0,26,0,4.96,4.96,4.88,5.0,5.0,4.92,4.96,False,1,0.35
653,7497326.0,unknown,0.0,0.0,False,1,True,True,CuauhtÃ©moc,19.42598,-99.16616,Entire home/apt,2,1.0,1.0,1.0,890.0,7,60,336,72,15,4.5,4.73,4.43,4.69,4.79,4.73,4.57,False,1,0.94
654,6853913.0,within an hour,1.0,0.88,True,7,True,True,CoyoacÃ¡n,19.33419,-99.17605,Private room,4,1.5,2.0,4.0,852.0,2,1125,348,37,0,4.89,4.95,4.95,4.92,4.97,4.94,4.92,False,7,0.45
655,6855833.0,within an hour,1.0,1.0,True,2,True,True,CuauhtÃ©moc,19.40972,-99.16036,Entire home/apt,3,1.0,1.0,2.0,1033.0,1,15,259,438,51,4.8,4.87,4.78,4.89,4.87,4.87,4.83,False,2,5.3
656,6864909.0,within a day,0.5,0.0,False,1,True,True,Benito JuÃ¡rez,19.39658,-99.15178,Private room,2,1.0,1.0,1.0,380.0,1,6,10,2,0,5.0,5.0,4.5,5.0,5.0,5.0,4.0,False,1,0.02
657,7512066.0,within an hour,1.0,0.99,True,14,True,True,CuauhtÃ©moc,19.4349,-99.14493,Entire home/apt,2,1.0,2.0,1.0,1360.0,3,35,286,340,11,4.86,4.9,4.9,4.89,4.88,4.95,4.92,False,3,4.07
658,7899724.0,within an hour,1.0,1.0,True,11,True,True,CuauhtÃ©moc,19.41935,-99.17288,Private room,2,1.5,1.0,1.0,361.0,1,365,331,281,53,4.87,4.89,4.73,4.85,4.92,4.99,4.9,True,11,3.39
659,7900588.0,within an hour,1.0,0.92,False,3,True,True,CuauhtÃ©moc,19.41184,-99.15836,Entire home/apt,4,1.0,2.0,2.0,1000.0,15,120,232,269,23,4.79,4.81,4.76,4.92,4.97,4.97,4.81,False,3,3.23
660,7513095.0,within an hour,1.0,0.94,False,2,True,True,Benito JuÃ¡rez,19.36301,-99.18067,Entire home/apt,4,1.0,2.0,3.0,974.0,4,1125,160,68,13,4.94,4.97,4.88,4.97,5.0,4.97,4.94,False,2,1.2
661,7542820.0,unknown,0.0,0.0,False,1,True,False,CoyoacÃ¡n,19.30644,-99.12408,Private room,1,1.0,1.0,1.0,600.0,2,180,363,11,0,4.64,4.91,4.64,4.91,4.91,4.91,4.82,True,1,0.16
662,7562346.0,unknown,0.0,0.0,False,1,True,False,Ãlvaro ObregÃ³n,19.36149,-99.19071,Private room,2,1.0,1.0,1.0,900.0,1,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
663,6871835.0,unknown,0.0,1.0,False,1,True,True,Benito JuÃ¡rez,19.39614,-99.17371,Entire home/apt,2,2.0,2.0,2.0,31386.0,1,10,365,40,0,4.92,4.95,4.92,5.0,5.0,4.97,4.9,False,1,0.47
664,6881128.0,within an hour,1.0,0.5,False,3,True,True,Benito JuÃ¡rez,19.38683,-99.167,Private room,2,2.0,1.0,1.0,608.0,3,1125,363,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0.1
